id,device_name,"serial_number Number",mac_address,status,branch_id,registered_date,sold_date,cartoon_number
679,accusantium,SN55524439,00:C7:10:81:A3:10,0,1,10:08:13,,2
680,et,SN89167025,4E:CF:76:C2:59:02,0,1,13:04:40,,3
681,et,SN62040671,7F:43:02:E5:B6:A3,0,2,19:59:13,,5
682,voluptatem,SN05973867,85:AD:83:1C:F6:85,0,2,14:09:49,,3
683,et,SN77311955,14:BB:45:36:D6:F6,0,1,17:06:08,,2
684,deserunt,SN08436946,17:6B:65:BE:0E:C6,0,1,21:46:49,,3
685,rerum,SN45550567,94:B8:64:1A:C3:4B,0,1,07:33:21,1970-02-13,1
686,incidunt,SN53383014,31:D6:32:7C:AD:19,0,1,18:56:33,,5
687,consequatur,SN53433083,EA:FF:33:97:55:BD,0,1,02:44:36,,1
688,officiis,SN11037332,E8:D6:EB:8A:74:6F,0,1,00:40:10,,2
689,eos,SN31591813,DD:CF:60:4B:24:D3,0,1,21:53:33,,5
690,ut,SN20980729,2B:D5:7C:A7:D9:16,0,2,15:47:03,,4
691,qui,SN78335001,C3:2B:D7:59:8F:7B,0,2,20:55:21,,5
692,et,SN92272132,A4:81:34:E7:DE:86,0,1,23:27:30,1987-10-12,1
693,ullam,SN70151184,1B:A7:54:33:B8:36,0,1,16:21:46,1998-07-31,5
694,vitae,SN98608020,59:90:53:62:26:CC,0,2,20:20:15,,1
695,eligendi,SN18941506,A6:8C:42:1B:7F:80,0,2,17:37:18,,1
696,quo,SN28067558,C4:A8:D3:69:60:CF,0,1,05:45:28,,3
697,rerum,SN02213861,A9:A0:81:7F:A9:86,0,2,21:33:59,1989-04-06,4
698,consequatur,SN61315475,80:CB:78:19:59:FF,0,2,14:04:03,,4
699,laudantium,SN17639103,4F:5E:86:B1:A0:8F,0,2,22:43:09,,4
700,voluptates,SN27655388,EE:16:E2:21:79:9C,0,1,14:12:52,,5
701,aut,SN00240451,0221:BA:D0:4F,0,2,06:37:42,,4
702,totam,SN00770284,14:EB:A1:2C:71:3C,0,2,07:02:49,,3
703,tempora,SN69218509,AA:72:6C:18:EC:53,0,2,00:24:25,,5
704,vero,SN08403436,5F:C6:6E:B9:81:5C,0,1,08:03:58,1996-10-20,4
705,natus,SN14650788,12:9D:9C:C0:E8:F6,0,2,10:52:20,,2
706,repellat,SN91605875,B5:B1:78:87:A9:BA,0,1,13:04:48,,4
707,adipisci,SN11534190,5B:06:6A:1A:5C:A8,0,2,20:25:37,,3
708,voluptatum,SN05952628,28:A6:1C:9D:C1:7D,0,2,02:11:25,,1
709,fuga,SN91214072,09:2D:E6:46:B6:C8,0,2,17:28:18,,4
710,eaque,SN62164369,87:1C:E7:26:E8:0F,0,2,03:10:11,1989-01-09,3
711,odit,SN88320432,2C:D8:44:4F:93:B8,0,1,04:24:41,,5
712,dolore,SN83681405,83:71:13:C5:1E:EE,0,2,15:45:47,,2
713,sint,SN61584464,0221:3F:ae:1A,0,2,19:22:38,,5
714,voluptatibus,SN32345397,B2:63:C6:4E:69:EA,0,1,12:46:27,,2
715,quis,SN29005184,B2:42:C0:7D:4A:BB,0,2,10:34:18,,5
716,optio,SN19611842,11:AC:91:CD:30:75,0,2,20:01:26,1993-05-18,5
717,vel,SN54322705,08:81:B6:1F:7C:01,0,1,21:19:52,1985-05-27,3
718,dignissimos,SN97449373,29:20:E8:C9:02:38,0,2,00:31:26,,4
719,expedita,SN17454541,1A:84:88:65:31:AD,0,1,12:11:37,,1
720,enim,SN88275981,77:95:A7:71:9E:85,0,1,22:52:36,2001-06-14,1
721,qui,SN02210169,61:70:59:A3:6A:C5,0,2,08:48:59,,1
722,quo,SN48543797,46:91:E4:21:12:97,0,1,13:04:44,,1
723,quas,SN80558511,F1:27:48:87:9C:8C,0,1,15:27:16,,2
724,amet,SN43166435,E3:39:0D:00:C9:85,0,2,03:45:20,,1
725,ratione,SN22505790,8A:5A:7F:BD:28:5C,0,1,22:14:12,,2
726,voluptate,SN71350413,B2:65:B8:0F:21:47,0,1,22:59:58,,1
727,tempora,SN29380431,A2:42:6F:57:90:D9,0,2,05:50:15,,5
728,quia,SN43075792,DC:DF:0E:5B:9E:5C,0,2,21:53:49,2002-01-15,2
729,pariatur,SN29750528,95:15:9E:D3:B5:E5,0,1,09:44:17,,3
730,itaque,SN06337515,0E:12:EB:BF:49:05,0,1,12:16:36,,1
731,dolorem,SN58576402,60:C7:00:33:15:12,0,2,21:15:54,1995-03-06,2
732,nam,SN50358812,7B:51:62:BB:97:3D,0,1,21:02:14,,5
733,ab,SN61051810,7D:4F:9B:2C:E8:C6,0,2,01:25:39,1978-06-13,2
734,atque,SN35425709,48:20:3B:3B:7F:A6,0,2,15:52:01,,4
735,voluptatem,SN35488406,4E:68:42:AA:23:1C,0,1,19:28:59,1979-06-11,2
736,voluptatem,SN24840653,6E:A3:AB:F0:70:17,0,1,01:30:34,,3
737,deserunt,SN32662425,12:9E:76:09:CC:53,0,1,23:40:07,,3
738,ea,SN18487611,7F:C1:70:B5:26:75,0,1,04:17:10,,3
739,non,SN75688073,F2:4A:98:53:9D:FB,0,1,22:57:04,,3
740,et,SN02214579,AF:35:F1:07:DD:60,0,1,19:28:44,,3
741,praesentium,SN12736961,14:FB:A6:3F:CA:97,0,2,10:12:28,,1
742,qui,SN46530348,7C:90:E0:60:10:17,0,1,02:51:51,,2
743,at,SN95878118,4A:2F:2C:06:E2:A5,0,1,13:53:10,,1
744,sed,SN22939859,7F:88:07:7E:51:DF,0,2,05:09:41,,5
745,magnam,SN11689964,E7:03:D7:45:7C:F5,0,2,00:05:13,,1
746,in,SN02218192,51:31:C2:96:C8:A7,0,2,05:17:47,,3
747,laboriosam,SN33364496,5C:78:AC:59:BF:9F,1,2,10:26:01,,1
748,aut,SN02219030,B9:56:F7:6F:18:24,1,1,14:46:47,,4
749,sunt,SN62078089,E6:55:34:A5:23:59,0,1,16:35:06,,5
750,esse,SN02219964,04:3C:CA:5E:D9:E9,0,1,03:14:24,1980-03-07,2
751,alias,SN71794521,7E:45:24:51:37:9A,0,2,18:32:26,,4
752,et,SN36018746,91:5A:3B:F3:C8:2F,0,1,20:26:28,1998-09-04,3
753,nesciunt,SN88574921,9C:C7:F7:AC:EE:C5,0,1,22:59:53,,1
754,et,SN69850772,6F:0C:3A:CB:BD:E5,0,1,22:26:49,,4
755,quod,SN27879183,FE:08:C4:18:5D:8B,0,1,05:04:21,,3
756,sed,SN33047558,CD:F9:27:DC:9C:57,0,2,02:22:44,,3
757,molestias,SN82670050,75:CE:A6:62:1E:5D,0,1,20:13:12,,2
758,unde,SN40313010,3D:88:8D:22:CB:7F,0,2,20:01:23,,1
759,quia,SN34831134,CD:A0:30:DC:B7:99,0,1,10:12:10,,4
760,nemo,SN34115548,B9:E4:B0:5A:FB:DD,0,1,03:01:26,,2
761,ut,SN35688355,AC:74:7B:F3:DE:AE,0,1,02:26:38,,4
762,inventore,SN79821330,36:92:CA:07:9C:B3,0,2,23:47:22,,4
763,nisi,SN16149838,80:DC:42:32:84:32,1,2,09:32:07,,4
764,nihil,SN80723814,BC:21:4D:91:FB:9A,1,1,16:52:01,,1
765,aliquam,SN77652918,C7:42:86:34:11:6B,0,1,06:41:13,1978-05-26,3
766,blanditiis,SN60988791,E2:71:F7:E6:A1:39,0,1,05:44:31,,4
767,animi,SN92152922,C4:12:0A:01:1D:53,0,1,08:12:00,2011-04-06,4
768,quia,SN74578699,CE:6C:99:0C:E2:20,1,2,04:09:41,,2
769,impedit,SN62655397,D7:59:03:93:BD:1F,0,2,17:10:44,,4
770,autem,SN02214864,AA:28:26:4B:42:AC,0,2,14:30:37,,2
771,mollitia,SN99512644,A9:17:B0:C8:09:48,0,2,17:56:26,,1
772,vel,SN31510490,68:77:CE:09:EE:DB,0,2,00:30:05,,3
773,voluptatem,SN69671900,91:2C:3E:5B:B7:E1,0,2,01:30:28,,4
774,assumenda,SN53754767,D1:48:C1:76:2E:4A,0,2,23:22:06,,5
775,quasi,SN77686206,7A:63:4A:31:B7:F3,0,1,06:02:29,,4
776,deleniti,SN72711945,1D:45:0E:06:0B:C9,0,1,20:26:34,,5
777,voluptas,SN00256942,EB:0F:50:FA:FA:78,0,1,23:23:30,,3
778,dignissimos,SN42394011,82:D7:32:D6:6C:17,0,2,05:07:07,,3
779,alias,SN32964987,33:4A:66:42:C2:A5,0,2,11:21:44,2021-06-10,3
780,mollitia,SN67991085,F1:BA:2B:1C:BD:6D,0,2,00:16:54,,4
781,similique,SN71633202,CF:7B:76:D9:ED:DF,0,2,09:39:57,,4
782,similique,SN57951590,AF:B8:52:10:AE:FB,0,2,06:18:27,,3
783,consequatur,SN24370051,C6:F8:08:57:F1:24,0,1,20:10:23,1986-12-14,2
784,beatae,SN43557206,DE:4D:BF:44:FC:64,0,1,02:45:25,,3
785,architecto,SN39123867,8E:51:56:5F:43:68,0,1,23:06:21,,4
786,reiciendis,SN24364704,82:96:A9:30:1C:DC,0,2,15:51:42,,5
787,ut,SN65245019,41:2E:B8:EA:1F:B9,0,2,06:52:28,,1
788,impedit,SN28355773,7D:02:6E:58:C3:FB,0,2,04:51:55,,2
789,animi,SN62971423,4A:3E:47:9D:DB:25,0,2,17:58:56,,2
790,totam,SN47464747,99:75:53:0A:E2:67,0,1,11:03:28,,2
791,blanditiis,SN43116408,CF:31:7C:21:CC:91,0,2,07:40:41,,2
792,sapiente,SN65876082,57:A8:10:18:F9:38,0,2,15:34:43,,2
793,qui,SN65658982,A4:FB:3C:47:F8:BD,0,1,21:04:48,,1
794,doloribus,SN85544041,A0:BC:1D:4C:4C:FC,0,2,17:50:11,,1
795,eligendi,SN05118999,0221:a0:eb:18,0,2,11:57:54,,5
796,dicta,SN48871183,FB:20:D6:47:7D:15,0,2,17:01:57,,2
797,aspernatur,SN53076100,6D:BA:CE:AA:C2:88,0,1,09:27:34,,3
798,et,SN40128786,E4:B6:F6:9C:CD:D4,0,1,01:08:31,,3
799,voluptate,SN36287857,B7:62:38:AD:0B:33,1,1,16:39:39,2020-08-09,4
800,id,SN85083547,5F:E3:58:73:5E:D1,0,2,20:40:40,,4
801,illo,SN90815473,7A:B6:69:33:01:A0,1,1,03:48:48,1984-03-02,4
802,aliquid,SN38889154,8E:0C:BF:BC:EC:60,0,1,09:04:32,,2
803,vel,SN99077547,08:D1:8B:2D:AB:38,0,1,18:37:56,,5
804,dignissimos,SN59944411,C9:66:46:04:17:D5,0,2,01:59:05,,1
805,recusandae,SN98322264,BB:99:38:18:59:CD,0,2,03:08:33,,4
806,aspernatur,SN02214722,2A:23:BA:FD:2A:25,0,1,17:57:26,,3
807,tempora,SN77510107,DF:96:51:F7:E1:41,0,2,03:40:22,,1
808,nulla,SN72872117,A2:B9:B5:A1:BC:30,0,2,17:18:50,,5
809,dolor,SN20135089,74:87:50:CD:7E:78,0,1,16:44:24,,4
810,commodi,SN45312398,03:E0:D0:B5:B0:86,0,2,17:29:59,,3
811,non,SN48435281,48:E1:41:8B:8E:B2,0,2,13:14:35,,5
812,et,SN48259688,9C:83:A5:34:CF:87,0,2,21:51:11,,1
813,quas,SN19794859,60:71:98:2D:08:89,0,2,08:47:03,2005-05-02,1
814,aut,SN38269029,28:AC:85:4A:7B:31,0,1,07:48:47,,3
815,est,SN10021631,5A:16:D1:84:83:E5,0,2,08:10:23,,1
816,quia,SN17238866,58:0B:3A:CF:08:EB,0,1,13:47:34,,1
817,quibusdam,SN49528326,88:4F:43:D1:03:A7,0,2,18:16:16,,3
818,necessitatibus,SN03826805,EB:1E:02:A7:FE:85,0,2,08:57:35,,3
819,qui,SN84114899,F9:03:6C:2B:8B:7A,0,1,00:22:10,,2
820,consequatur,SN97689817,0C:F6:67:EC:CE:62,0,1,12:59:43,,4
821,beatae,SN87724180,52:AC:90:EB:D7:78,0,2,03:26:38,1988-12-31,5
822,in,SN53861941,7C:CC:69:42:26:CF,0,1,18:11:35,,5
823,enim,SN02212446,A9:70:B5:7C:1E:6F,0,2,03:57:48,,1
824,quod,SN25542476,E7:D0:CE:1F:8D:0E,0,1,23:11:43,,2
825,suscipit,SN15284106,E8:9F:30:EB:8F:18,0,2,14:51:59,,4
826,consequatur,SN74700964,AC:34:0A:E8:B0:CA,0,2,20:42:50,,1
827,voluptatem,SN22699179,A1:8E:63:A1:FF:83,0,1,11:55:45,,4
828,ex,SN06467737,FD:10:5B:81:F3:14,1,1,01:46:19,,3
829,recusandae,SN30896134,2F:79:6C:58:75:D0,0,1,15:59:36,,5
830,dolor,SN47522657,D1:08:EA:AA:86:12,0,1,06:12:18,,2
831,occaecati,SN60577613,02:8D:91:DF:33:0A,0,1,21:56:22,,2
832,illum,SN59021989,2B:AA:90:39:70:3D,0,1,15:50:41,,4
833,eos,SN79137560,B5:64:54:A9:C2:8D,0,1,11:27:42,,5
834,ut,SN55483145,8E:78:CC:8C:02:8D,0,2,09:40:02,,2
835,sint,SN08667160,53:6D:17:98:2B:3C,0,1,06:32:47,,5
836,ea,SN68966003,69:65:79:FD:3A:AB,0,2,02:46:33,,2
837,delectus,SN29387856,1D:70:A2:F3:5C:26,0,1,12:53:17,,4
838,aut,SN61016272,3C:E5:C4:87:85:FD,0,2,06:32:26,,5
839,quo,SN52890168,79:93:2E:53:47:95,0,2,02:56:39,1991-06-13,5
840,molestias,SN56668411,AA:1E:C0:96:A4:FE,0,2,18:19:14,,1
841,dolore,SN10467532,8C:CE:02:7B:25:A9,0,2,03:25:40,,1
842,fugit,SN99471533,07:E8:E8:0F:FC:06,0,2,18:43:07,,4
843,quisquam,SN74984140,39:92:D8:9D:60:3F,0,2,01:38:17,,4
844,qui,SN36693404,23:CF:C6:73:88:E4,0,1,12:50:18,,3
845,perspiciatis,SN61228417,8F:EC:CF:95:18:05,0,2,13:14:32,,1
846,odit,SN11566904,3E:B3:69:7B:C8:54,0,2,12:13:03,,2
847,provident,SN53574123,2C:15:C2:C3:10:30,0,1,20:14:06,,4
848,esse,SN42032874,E8:8E:17:E0:BE:9F,0,1,04:17:39,,5
849,ab,SN02210284,00:EE:90:1B:E6:69,0,1,21:39:26,,1
850,quo,SN59868826,4D:71:06:97:17:D4,0,1,03:58:52,,2
851,nam,SN46245616,D4:C7:B0:F7:74:6D,0,1,02:25:53,,1
852,neque,SN79931374,EA:CE:38:29:AB:57,0,1,00:22:56,,4
853,sit,SN78871055,54:D7:6A:72:27:71,0,2,10:12:15,,2
854,id,SN53576810,E4:AE:7E:D4:FC:BB,0,1,03:50:33,,5
855,qui,SN86818921,D1:BC:F5:47:00:88,0,1,12:52:43,,5
856,accusamus,SN19384206,8E:F2:BA:5D:89:64,0,2,12:02:37,,1
857,suscipit,SN02213135,FA:32:37:1A:10:8C,0,2,13:10:45,,1
858,et,SN97986358,44:79:F5:C9:93:51,0,2,00:32:30,,5
859,aut,SN27647984,4D:1F:65:0F:DF:98,0,2,12:28:33,,4
860,itaque,SN02215304,8A:7D:C4:B7:67:10,0,2,12:35:04,,3
861,delectus,SN02217324,AC:D4:D6:B7:19:F2,0,1,21:05:34,,2
862,ut,SN22873676,4F:20:F6:F6:23:41,0,1,00:13:09,,5
863,necessitatibus,SN97176148,5F:F1:64:C4:9A:1D,0,2,04:45:43,,3
864,ea,SN33193054,52:1D:C7:A5:CF:DB,0,2,22:48:23,,1
865,illum,SN47487617,14:D5:97:65:E0:8F,1,2,09:36:47,,4
866,hic,SN82533372,45:D8:78:8B:C1:F9,0,1,18:46:01,,1
867,qui,SN83931899,FE:EC:5F:97:A8:72,0,1,00:35:53,,1
868,consequuntur,SN71207776,77:AA:B8:09:98:0F,0,1,16:34:04,,2
869,sit,SN45072120,06:F1:88:8B:4A:FE,0,2,23:17:05,,3
870,qui,SN86184689,B7:8E:F1:2A:64:01,0,2,03:29:29,,2
871,quis,SN00294012,3B:EE:B1:0E:0E:2E,0,2,04:30:57,,5
872,cum,SN65267261,75:83:A2:2A:43:32,0,2,18:32:17,,1
873,excepturi,SN49297475,93:9D:CA:56:8C:04,0,2,13:40:04,,4
874,beatae,SN48904620,57:8A:90:61:36:BF,0,1,10:54:28,,5
875,sequi,SN27634612,DF:EB:33:E3:3C:8F,0,1,18:30:12,2015-01-28,2
876,quam,SN85014286,92:67:9F:B3:57:08,0,2,04:06:51,,5
877,laudantium,SN26863628,48:2F:6A:BD:AB:56,0,1,05:44:37,,2
878,soluta,SN02210117,24:0C:B8:C7:5E:34,0,1,01:13:59,,3
879,fuga,SN29586016,82:83:9B:51:CF:54,0,1,21:43:58,,1
880,ut,SN22747265,A3:09:CC:C5:B8:8A,0,2,06:02:42,,2
881,aut,SN46611803,34:83:97:27:16:54,0,1,08:23:14,,5
882,excepturi,SN49115534,84:A0:DD:F0:FC:A6,0,1,04:56:17,2021-04-25,2
883,quidem,SN57300583,CF:66:8F:E9:F1:A7,0,2,18:01:07,,2
884,soluta,SN38765749,2B:F7:BF:90:63:64,0,1,20:31:51,,4
885,repellendus,SN49316958,AE:94:35:25:64:8B,0,1,20:01:36,,2
886,ipsum,SN43366918,E4:6A:89:BE:30:69,0,1,01:14:18,,1
887,debitis,SN25527291,89:B4:37:3E:45:77,0,1,06:27:20,,3
888,in,SN46721556,0221:5a:95:a2,0,2,13:48:46,,2
889,et,SN58074831,51:02:62:11:11:49,0,1,18:05:06,,2
890,culpa,SN79129649,80:01:18:2C:0B:24,0,2,17:19:27,,3
891,iusto,SN85228575,A3:08:C4:7F:3F:09,0,2,00:42:54,,3
892,veniam,SN09616175,45:5B:79:38:46:9E,0,1,12:02:04,,3
893,fugiat,SN74369861,2A:E0:D5:A0:73:24,0,2,13:02:22,,2
894,facere,SN13207827,FC:AE:DC:E9:DC:74,0,2,20:55:32,1985-01-13,3
895,in,SN88778997,F0:11:FA:6A:7C:4C,1,1,11:50:54,,2
896,totam,SN37890938,A2:A7:E4:FE:A1:95,0,1,00:05:59,,5
897,aspernatur,SN02210354,AB:28:91:EE:28:45,0,1,15:14:06,,2
898,deleniti,SN02211855,42:7D:B8:02:14:09,0,2,02:50:20,,1
899,est,SN10384534,4C:67:68:E2:C0:23,0,2,00:58:40,,1
900,ut,SN66985541,6D:AF:83:81:6A:F1,0,2,15:19:02,,5
901,qui,SN47931316,F5:AC:ED:8E:F8:43,0,2,10:19:55,,2
902,reiciendis,SN11628430,4D:3F:08:1F:59:A2,0,1,22:35:37,,1
903,eaque,SN64174116,3E:A9:B5:5D:A1:BE,0,1,04:25:07,,3
904,cum,SN68950321,80:77:A8:C1:F5:4A,1,1,07:17:20,,5
905,molestiae,SN83855752,93:A1:01:44:57:C4,0,2,10:28:54,2014-10-23,1
906,accusamus,SN23981126,A7:E7:82:D5:05:61,0,1,21:11:32,,4
907,et,SN85508543,2D:A0:D5:C5:5A:8E,0,2,13:43:38,,5
908,quae,SN95366033,A2:47:F1:6F:3C:15,0,2,14:56:33,,4
909,voluptatem,SN26614192,15:A9:54:1C:3E:02,0,2,22:02:30,,4
910,odio,SN80512994,49:91:90:D8:FD:B6,0,1,20:55:39,,5
911,molestiae,SN01959409,E7:2A:E6:06:2A:48,0,2,23:49:40,,3
912,distinctio,SN02215265,29:E9:39:E9:1D:0C,0,1,13:39:33,,2
913,perspiciatis,SN75957898,24:8F:F4:DA:56:50,0,1,23:14:44,,2
914,explicabo,SN21500504,1C:8B:81:73:02:49,0,1,20:11:30,,5
915,ea,SN02219122,03:1D:3E:F9:57:38,0,1,20:46:39,,1
916,autem,SN85587375,AA:EB:1D:1C:51:FB,0,1,04:34:22,,2
917,aperiam,SN22254823,0221:aC:1E:A0,0,1,18:34:25,1981-06-02,3
918,ipsam,SN02216815,37:E1:25:B0:E8:E5,0,2,21:10:00,,5
919,esse,SN68892255,D4:01:33:7C:F4:89,0,2,02:33:00,,2
920,sed,SN44018925,B6:92:4D:2D:F3:4C,0,2,14:12:12,,5
921,a,SN24647442,3C:46:05:60:4B:1B,0,2,23:59:51,,2
922,possimus,SN69983182,AB:41:1F:53:4B:D3,0,1,17:09:37,,2
923,dolor,SN02214428,F0:82:BB:1C:2C:05,0,1,20:47:39,,4
924,veniam,SN55424073,A3:E8:DF:C9:BC:D0,0,2,02:26:40,,1
925,maxime,SN18937416,30:DD:22:BF:D7:3A,0,1,10:13:25,,2
926,dignissimos,SN03647180,A7:1E:A0:18:7B:86,1,2,16:18:48,,4
927,officia,SN53178798,B2:7C:FB:CB:86:E5,0,1,03:22:36,,3
928,ut,SN02211732,D0:BA:59:D1:74:86,0,1,00:27:26,,1
929,sit,SN42581488,99:32:C0:4B:6F:41,0,2,13:31:07,2021-08-10,4
930,enim,SN25256741,17:E4:D8:67:1B:9B,0,1,04:02:20,,3
931,voluptatem,SN23369432,54:1C:A2:B3:C6:2C,0,1,09:28:50,,2
932,voluptate,SN70924272,7E:93:BB:3D:0F:81,0,1,02:10:35,1975-08-26,2
933,aliquid,SN38888480,B7:67:FB:70:5E:B6,0,1,01:08:31,1987-06-11,1
934,omnis,SN97779038,A9:E6:FE:CD:22:67,0,2,11:01:52,,1
935,aspernatur,SN47269261,62:18:79:5E:9F:21,0,1,01:09:54,,2
936,magnam,SN28887519,E1:26:E9:06:B6:AE,0,2,17:42:31,,3
937,porro,SN42333089,16:6F:76:5F:D8:F0,0,1,00:01:28,,5
938,quod,SN23776622,36:68:87:75:EB:BC,0,1,16:04:41,1979-03-05,1
939,sed,SN51341170,80:F4:7E:72:CE:25,0,2,03:03:14,,3
940,quo,SN72550313,5F:B0:F4:F3:8F:7E,0,2,04:47:28,,1
941,non,SN37893229,33:DC:AE:84:CB:9A,0,2,16:50:13,,5
942,sint,SN63090183,3C:E4:D9:A5:C3:94,0,1,07:33:39,,4
943,et,SN96938649,2D:E4:60:E7:7A:68,0,1,02:07:20,1978-08-02,5
944,sint,SN61569102,F9:43:AF:94:EE:2B,0,2,01:29:38,,4
945,libero,SN48113372,09:16:61:CF:6B:8C,0,2,12:53:33,,5
946,quia,SN72892245,45:64:AA:B6:3B:5E,0,1,13:49:31,,2
947,aspernatur,SN43396492,9A:2E:56:FF:B6:D8,0,1,05:48:06,,4
948,placeat,SN66249337,2B:B1:E9:3B:FB:90,0,1,08:25:34,,5
949,tempora,SN60842611,C7:C3:CF:C2:86:02,0,1,03:28:06,,5
950,ipsum,SN62061308,46:B5:3B:C5:FB:F1,0,2,14:42:52,,5
951,cupiditate,SN47396414,E2:2D:E1:C8:7B:DB,0,1,13:48:38,,5
952,in,SN02620729,D9:9B:BE:AA:FC:09,0,1,19:12:05,,4
953,unde,SN02216966,80:0D:3B:D2:DF:0C,0,2,23:10:37,,1
954,deserunt,SN94811001,4C:14:F4:0C:EE:AE,0,2,14:18:59,,3
955,ullam,SN62616995,CD:F8:9B:C7:A9:BA,0,1,04:28:15,,4
956,vero,SN04282058,27:E5:7F:63:E8:3B,0,2,01:21:50,,4
957,hic,SN47937499,07:B4:19:39:27:15,0,2,20:31:11,,1
958,ipsa,SN26310629,A1:5A:0F:90:04:F4,0,1,04:36:05,,4
959,ipsum,SN41436693,C6:94:AF:EF:C9:F1,0,1,09:52:17,,2
960,veritatis,SN65519046,E3:0E:1F:3D:DD:8E,1,2,23:02:51,,1
961,voluptates,SN71569484,16:20:83:20:3B:FF,0,2,22:27:31,,3
962,veritatis,SN42115247,BD:FB:36:29:F0:3A,0,2,03:02:50,,1
963,et,SN02193364,2D:2D:76:19:28:C3,0,2,21:13:59,,1
964,at,SN82663638,E9:C0:F4:8C:EA:5E,0,1,04:57:16,,2
965,quod,SN57888165,4D:02:57:46:26:C3,0,1,00:06:48,,1
966,repudiandae,SN02219832,CF:96:F9:33:38:7B,0,2,07:25:41,,4
967,qui,SN17166387,38:A9:CC:65:69:4A,0,1,13:02:24,,5
968,ullam,SN85272485,51:E3:45:83:68:C8,0,1,20:27:41,,5
969,asperiores,SN86513377,4C:04:86:C1:F6:F6,0,1,20:38:32,,1
970,libero,SN50281324,11:B9:47:CF:B3:65,0,1,01:14:18,,4
971,officia,SN12693350,78:85:AB:1D:A6:0B,0,2,08:33:26,,3
972,delectus,SN96387115,80:30:F5:31:B7:91,0,2,01:41:07,1990-08-25,2
973,qui,SN01993180,E3:2C:C7:34:BC:20,0,2,17:56:01,2004-08-22,3
974,soluta,SN23041884,6A:4F:EE:AD:A7:C5,0,2,17:34:33,,2
975,perspiciatis,SN43174352,AE:9A:B4:D9:70:69,0,1,17:20:56,,4
976,quo,SN23145430,08:7C:BD:37:08:7D,0,2,16:46:54,,4
977,sit,SN07833668,8A:1E:6E:F7:F2:0C,0,1,05:41:10,,1
978,explicabo,SN70977610,81:13:E8:CB:7B:9C,0,1,09:46:06,,5
979,incidunt,SN50388489,EC:23:10:55:62:D2,0,2,01:58:25,2008-12-10,4
980,itaque,SN21032768,B2:22:37:2B:ED:57,0,1,21:11:11,,4
981,et,SN54619489,0221:A7:45:fa,0,1,22:48:28,,2
982,rerum,SN84596700,85:A7:2F:02:66:1D,0,1,11:52:34,,1
983,et,SN94864821,56:BC:C8:72:B4:13,0,1,19:55:47,,5
984,officiis,SN44893049,1E:5D:22:19:15:34,0,2,22:15:48,,1
985,et,SN80421936,65:47:FE:82:A9:FA,0,1,23:11:42,,5
986,aut,SN26453976,F3:CA:A2:97:38:85,0,2,13:35:07,,1
987,laboriosam,SN67111207,A4:B7:E8:43:74:D3,0,2,09:37:49,,4
988,aut,SN87819281,0221:0C:71:E6,0,2,12:25:07,,2
989,blanditiis,SN45150876,A7:56:D4:CD:B4:58,0,2,22:29:07,,4
990,tenetur,SN31690347,59:15:CE:50:B5:47,0,1,00:20:35,,5
991,ducimus,SN83228092,66:77:AB:34:18:64,0,2,03:26:32,,5
992,neque,SN93002958,80:85:AA:B0:DF:9E,0,2,15:20:44,,4
993,temporibus,SN02218801,8E:94:C6:4E:C3:C0,0,2,10:02:27,2000-01-16,3
994,harum,SN89043634,0F:74:0E:E7:C6:0C,0,2,05:43:40,,3
995,deserunt,SN59594786,76:A7:EE:D5:4E:F9,0,1,22:12:01,,3
996,eaque,SN73116676,A8:02:41:34:21:D0,0,2,11:50:46,,4
997,maxime,SN05413004,2B:E9:2D:26:6E:52,0,1,18:50:12,,5
998,ab,SN38325081,34:EB:E4:AC:9F:8B,0,2,11:05:24,,2
999,iusto,SN40333002,5E:5C:B5:3C:D1:DD,0,1,22:58:46,,1
1000,odit,SN93220313,FC:5C:DC:D2:FB:18,0,1,03:01:21,,4
1001,itaque,SN08784744,8C:BB:BB:91:33:E8,0,1,00:34:05,,4
1002,in,SN47552584,97:21:87:E7:5B:20,0,2,19:09:19,,4
1003,soluta,SN00487363,51:93:AD:41:2B:CA,0,2,13:35:41,,5
1004,voluptatum,SN37523597,AE:E3:0F:BD:80:8E,0,2,12:41:28,,1
1005,praesentium,SN61566579,30:5E:52:26:E6:78,0,2,18:29:51,,5
1006,nesciunt,SN08985381,DE:B6:1B:E2:55:6B,0,1,06:20:10,,5
1007,voluptatem,SN44204737,4F:6B:C2:A0:6B:5A,0,1,10:10:23,,5
1008,nisi,SN47201044,9B:C8:78:17:AE:1A,0,1,09:28:45,,3
1009,ut,SN88288814,89:07:B7:8A:C5:C3,0,1,11:04:47,2022-11-24,3
1010,sunt,SN16214055,EB:6D:B8:82:36:49,0,2,23:22:22,,5
1011,qui,SN29658997,2F:3C:45:11:B2:94,0,2,05:37:51,,3
1012,voluptas,SN20909549,DA:3D:E2:E6:5F:F6,0,1,00:29:27,,5
1013,rem,SN57466198,25:2D:6B:FD:54:29,0,1,14:07:42,,3
1014,consequatur,SN02213329,C3:6E:97:B8:3C:E7,0,2,15:02:54,,1
1015,sint,SN94041939,39:90:04:68:07:B9,0,2,01:11:43,,4
1016,qui,SN36458856,E7:DD:A2:F7:8A:6B,0,1,22:19:53,,5
